business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
3.1,5995,4,4,1.023,9,1,5,155870,0,0.207,1
2.7,6421,4,4,1.713,4,1,5,166946,0,0.18,0
2.1,8596,3,4,0.764,3,1,3,223496,1,0.14,1
2.6,5290,2,3,1.928,3,2,4,137540,1,0.173,1
8.9,6832,4,3,0.249,1,1,0,177632,0,0.593,1
3.2,3046,4,4,2.408,3,2,3,79196,0,0.213,1
2.9,4092,3,3,2.574,5,2,2,106392,0,0.193,0
0.7,5930,3,4,0.899,2,2,5,154180,1,0.047,1
14.9,7829,3,4,1.669,0,1,5,203554,1,0.993,1
6.2,5109,3,4,2.251,10,1,4,132834,1,0.413,1
0.8,14489,4,4,1.15,0,1,2,376714,1,0.053,1
15.1,4302,3,2,0.287,4,2,1,111852,0,1.0,1
8.6,2964,4,4,1.754,3,2,2,77064,1,0.573,0
15.8,6949,3,2,2.398,7,2,5,180674,1,1.0,1
4.6,8554,4,4,1.948,10,2,3,222404,1,0.307,1
9.1,2476,4,3,2.868,8,2,5,64376,1,0.607,1
10.3,5161,3,2,0.917,3,2,3,134186,1,0.687,0
19.7,6826,1,1,1.9,8,1,4,177476,0,1.0,0
12.6,6283,2,2,1.056,8,3,2,163358,1,0.84,0
4.8,5478,2,1,0.846,10,1,5,142428,1,0.32,0
1.4,5585,4,3,0.871,11,1,0,145210,1,0.093,1
1.1,6158,4,3,2.707,4,1,1,160108,1,0.073,0
5.2,5304,4,2,2.853,2,2,4,137904,1,0.347,0
4.7,4469,3,3,2.193,10,1,0,116194,0,0.313,0
2.5,5721,3,4,2.89,4,2,3,148746,0,0.167,1
3.7,14039,4,4,1.187,5,1,4,365014,1,0.247,1
11.1,4320,4,3,2.145,0,1,0,112320,1,0.74,1
2.8,5504,4,4,0.854,11,2,3,143104,1,0.187,1
19.3,9395,4,4,0.71,2,3,5,244270,1,1.0,0
1.5,5452,4,1,0.391,6,2,0,141752,0,0.1,1
1.5,3478,1,3,0.498,0,1,4,90428,1,0.1,0
5.7,9331,3,3,0.418,10,2,5,242606,0,0.38,1
4.4,2862,3,2,3.389,5,2,3,74412,0,0.293,1
8.4,13392,4,3,0.47,5,2,5,348192,0,0.56,1
1.4,10389,3,4,1.059,2,1,4,270114,0,0.093,1
9.7,9174,3,2,1.817,9,3,3,238524,0,0.647,1
4.1,9045,3,1,1.843,6,1,5,235170,0,0.273,1
3.8,8350,2,4,1.996,1,1,1,217100,1,0.253,1
3.0,9362,3,4,1.78,10,1,5,243412,1,0.2,0
7.1,8923,4,3,1.868,1,2,4,231998,0,0.473,1
1.9,4907,4,4,0.265,0,1,4,127582,0,0.127,1
5.6,8599,2,3,1.469,2,1,3,223574,0,0.373,0
2.1,4519,2,1,2.884,0,2,5,117494,1,0.14,0
11.0,6851,4,1,0.895,6,2,0,178126,0,0.733,1
5.5,5026,3,1,2.759,0,1,4,130676,1,0.367,1
1.6,11804,4,2,1.412,11,2,3,306904,0,0.107,0
7.2,5384,2,4,2.935,8,1,5,139984,0,0.48,0
2.8,7528,4,3,0.89,2,1,5,195728,0,0.187,1
2.7,1882,2,3,1.08,1,3,2,48932,1,0.18,0
6.3,7379,2,2,2.259,10,1,5,191854,0,0.42,1
1.8,13084,4,3,1.141,1,1,5,340184,0,0.12,1
10.4,11129,2,3,1.498,8,1,0,289354,1,0.693,1
4.2,3449,2,2,2.097,5,1,2,89674,1,0.28,1
2.1,9072,4,2,1.683,5,2,2,235872,1,0.14,1
1.0,9359,4,4,1.243,7,1,0,243334,1,0.067,1
18.6,7267,4,4,1.601,6,3,4,188942,1,1.0,1
10.0,3383,1,2,1.517,3,1,5,87958,0,0.667,0
5.7,5356,4,2,0.685,5,1,0,139256,1,0.38,1
3.7,15127,3,4,0.439,10,1,5,393302,1,0.247,1
0.7,9033,3,2,1.845,4,2,5,234858,1,0.047,0
1.6,11978,3,2,1.391,9,2,5,311428,0,0.107,1
9.8,10682,4,1,1.56,8,2,1,277732,1,0.653,1
21.1,7368,2,3,2.262,6,2,2,191568,1,1.0,0
16.8,8677,3,3,0.576,9,1,3,225602,1,1.0,1
8.4,6744,4,4,0.297,9,2,4,175344,1,0.56,0
1.7,4664,4,4,3.28,0,2,0,121264,1,0.113,0
4.5,8155,4,1,2.044,4,3,3,212030,0,0.3,1
3.2,6411,3,4,2.6,6,1,5,166686,0,0.213,1
7.9,5075,1,3,2.824,7,2,5,131950,0,0.527,0
14.4,3358,4,3,2.69,11,1,0,87308,1,0.96,1
2.5,7011,4,4,2.377,10,1,3,182286,1,0.167,1
7.4,2670,4,4,3.184,9,3,1,69420,0,0.493,1
20.5,8625,2,3,1.65,9,1,4,224250,0,1.0,1
0.6,5234,3,4,1.611,6,1,4,136084,1,0.04,1
3.9,10543,3,4,0.904,6,2,1,274118,0,0.26,0
3.2,2226,4,4,0.988,8,2,3,57876,1,0.213,0
3.2,3008,3,3,1.008,10,1,2,78208,0,0.213,0
26.4,4096,3,1,2.507,4,1,4,106496,1,1.0,1
17.0,9640,3,3,1.729,7,3,1,250640,0,1.0,1
12.9,6621,4,4,2.517,9,2,5,172146,1,0.86,1
9.2,5118,4,1,1.107,3,2,3,133068,1,0.613,0
1.1,8208,3,4,0.284,6,2,5,213408,1,0.073,1
8.1,10035,4,4,1.661,3,1,4,260910,1,0.54,1
5.2,2858,3,4,2.857,4,3,3,74308,0,0.347,1
17.6,4320,4,2,3.025,11,2,0,112320,1,1.0,0
2.3,11586,4,3,1.439,0,2,1,301236,1,0.153,0
4.6,2356,4,3,1.995,8,3,2,61256,1,0.307,1
0.6,8473,4,4,1.967,7,2,1,220298,1,0.04,1
0.7,6054,4,3,2.753,1,1,4,157404,0,0.047,1
5.6,6171,4,2,2.701,9,2,5,160446,0,0.373,1
5.2,6024,3,3,0.349,9,2,0,156624,1,0.347,1
7.4,13839,3,4,1.204,11,2,0,359814,0,0.493,1
2.8,4790,4,3,3.278,11,1,4,124540,0,0.187,1
2.6,5203,2,3,1.179,8,2,2,135278,0,0.173,1
9.0,7218,1,4,0.637,9,2,1,187668,1,0.6,1
0.5,7186,3,3,2.319,7,2,1,186836,1,0.033,1
2.6,7639,4,3,1.54,1,1,5,198614,0,0.173,1
4.6,7342,3,2,1.966,3,1,2,190892,1,0.307,1
10.7,4411,1,4,3.136,2,2,0,114686,0,0.713,1
11.9,3746,2,3,2.607,11,2,4,97396,1,0.793,1
8.1,7136,2,1,2.093,2,2,5,185536,1,0.54,0
4.2,5252,3,4,1.968,2,1,3,136552,1,0.28,1
21.8,7523,4,2,1.245,3,1,3,195598,0,1.0,1
9.1,6304,4,4,2.517,3,2,5,163904,1,0.607,1
1.5,3572,4,3,1.969,7,2,2,92872,0,0.1,1
5.5,6710,4,2,1.49,3,2,4,174460,1,0.367,1
3.0,1943,2,2,2.985,1,1,4,50518,0,0.2,1
1.8,14747,2,2,1.067,7,1,3,383422,0,0.12,0
6.8,3528,4,2,0.435,3,1,5,91728,1,0.453,1
10.0,2476,3,3,0.377,5,2,4,64376,0,0.667,1
7.7,3613,4,4,0.627,6,2,4,93938,0,0.513,1
1.2,23218,3,4,0.33,8,1,5,603668,0,0.08,0
5.6,7018,4,2,1.738,8,2,1,182468,1,0.373,0
9.4,11399,3,2,1.462,1,1,4,296374,1,0.627,0
7.1,3996,3,4,0.868,7,1,0,103896,1,0.473,1
0.8,3947,4,4,0.439,9,2,3,102622,0,0.053,1
0.6,16217,2,4,1.028,3,2,1,421642,1,0.04,1
3.0,4157,4,4,0.85,1,1,4,108082,1,0.2,1
2.3,4669,3,4,1.499,10,2,4,121394,0,0.153,1
7.0,10296,1,3,1.619,4,3,5,267696,0,0.467,1
2.2,5548,1,4,2.499,5,2,1,144248,1,0.147,1
0.8,2132,2,4,1.907,3,3,1,55432,1,0.053,1
1.2,7192,4,1,1.692,0,1,1,186992,1,0.08,1
7.8,6314,2,3,1.288,4,2,3,164164,0,0.52,0
2.7,3933,1,3,0.509,10,2,5,102258,1,0.18,0
22.2,4764,3,4,2.239,7,2,4,123864,1,1.0,1
9.5,4709,4,4,3.001,2,2,1,122434,1,0.633,1
1.1,8962,4,3,1.86,2,2,5,233012,1,0.073,1
6.4,2533,2,3,2.566,5,2,5,65858,1,0.427,0
9.6,5298,3,1,1.913,3,2,2,137748,1,0.64,0
6.7,5012,4,1,0.333,11,2,3,130312,1,0.447,1
3.3,3189,4,4,0.826,4,1,4,82914,1,0.22,0
2.2,3710,4,3,0.701,5,1,4,96460,1,0.147,0
5.7,5166,4,4,3.226,4,2,0,134316,1,0.38,1
7.2,13553,4,3,1.23,8,2,1,352378,1,0.48,1
3.3,1821,2,3,1.409,7,1,5,47346,0,0.22,1
2.9,2575,2,2,1.903,1,3,1,66950,1,0.193,1
3.1,8935,3,2,1.865,11,1,3,232310,0,0.207,0
1.7,14198,4,1,0.988,4,2,1,369148,1,0.113,0
3.0,6107,4,2,2.331,9,1,3,158782,1,0.2,1
2.4,9060,3,4,1.84,0,2,1,235560,0,0.16,0
3.5,6006,3,4,2.231,2,1,4,156156,1,0.233,0
2.1,5435,4,4,2.239,4,1,2,141310,1,0.14,0
5.6,3309,3,4,2.518,4,2,0,86034,1,0.373,1
1.6,1853,2,3,1.295,7,1,2,48178,0,0.107,1
5.1,7093,3,4,2.34,6,1,2,184418,1,0.34,1
6.5,16506,2,4,1.01,1,1,1,429156,1,0.433,0
2.2,6037,4,3,1.585,5,1,2,156962,1,0.147,1
2.0,6857,1,1,2.066,2,2,5,178282,0,0.133,1
0.8,11876,4,2,0.525,6,2,2,308776,1,0.053,1
12.6,3883,3,1,1.064,4,2,5,100958,0,0.84,0
5.2,2873,3,2,1.682,1,2,1,74698,1,0.347,1
6.9,4368,3,3,2.266,10,3,0,113568,0,0.46,1
4.4,6387,4,4,2.202,8,2,3,166062,1,0.293,1
3.5,6065,4,4,2.748,8,2,1,157690,1,0.233,1
5.4,4290,4,2,1.795,6,2,1,111540,1,0.36,1
5.0,5380,1,1,2.193,8,2,1,139880,1,0.333,0
3.7,6968,3,3,1.32,2,1,1,181168,0,0.247,1
2.7,15028,3,4,1.109,1,1,3,390728,0,0.18,1
5.8,4749,2,4,2.751,3,2,3,123474,1,0.387,0
2.2,13073,3,4,1.275,10,1,1,339898,0,0.147,1
9.4,9244,3,1,1.803,7,3,1,240344,1,0.627,1
0.9,10367,4,4,1.608,6,2,2,269542,0,0.06,1
2.3,4677,3,3,0.527,8,3,1,121602,0,0.153,1
1.3,2664,3,4,1.777,8,2,5,69264,1,0.087,1
9.3,6041,4,4,0.403,11,1,3,157066,0,0.62,1
4.0,12111,2,4,1.123,9,1,2,314886,1,0.267,1
2.4,3646,2,1,3.364,10,2,0,94796,1,0.16,0
4.6,3141,2,3,2.971,5,2,3,81666,1,0.307,1
7.7,8096,3,1,1.993,10,3,2,210496,0,0.513,1
1.0,5590,3,3,0.233,6,1,0,145340,1,0.067,0
0.7,2839,4,3,0.587,3,2,4,73814,0,0.047,1
7.9,2439,2,3,2.214,1,1,4,63414,0,0.527,1
17.3,3441,4,2,0.756,3,1,5,89466,1,1.0,0
4.2,5508,3,2,0.763,7,2,5,143208,0,0.28,0
8.4,3939,2,3,1.447,9,1,4,102414,0,0.56,1
5.4,4216,1,3,2.269,1,2,0,109616,1,0.36,1
3.4,3729,3,2,1.725,4,2,1,96954,1,0.227,1
3.9,2987,4,2,1.596,8,2,1,77662,0,0.26,1
0.8,3391,4,4,0.973,9,2,4,88166,1,0.053,0
1.8,4753,4,2,2.988,5,3,5,123578,0,0.12,0
12.6,5669,4,4,1.105,11,2,2,147394,1,0.84,1
5.4,1433,4,4,2.303,3,3,2,37258,1,0.36,1
2.7,5831,2,1,1.018,9,2,5,151606,0,0.18,1
8.5,5035,1,2,2.867,7,1,1,130910,0,0.567,0
2.2,7561,3,3,0.648,9,2,4,196586,1,0.147,0
0.8,3979,4,4,0.251,7,3,2,103454,1,0.053,1
6.8,1029,4,4,2.365,1,3,1,26754,0,0.453,0
11.4,5849,4,4,1.123,11,2,4,152074,1,0.76,1
3.8,12223,2,3,1.364,0,3,5,317798,0,0.253,1
0.6,6655,4,4,1.177,0,2,4,173030,0,0.04,1
10.8,2557,4,2,1.89,6,3,5,66482,1,0.72,1
2.8,4193,2,2,1.447,0,1,2,109018,1,0.187,1
9.8,6310,4,2,1.791,10,2,2,164060,1,0.653,1
9.4,4591,4,4,1.154,0,2,5,119366,1,0.627,1
11.6,3367,4,4,2.534,6,2,3,87542,0,0.773,1
1.1,5745,4,2,1.996,9,2,3,149370,1,0.073,0
2.7,9596,4,3,0.337,9,1,2,249496,1,0.18,1
1.7,6598,3,4,2.43,7,2,0,171548,0,0.113,0
0.6,6224,3,3,2.249,3,2,0,161824,1,0.04,0
8.2,854,4,2,0.781,7,1,0,22204,1,0.547,1
7.3,9689,3,3,1.72,3,1,0,251914,0,0.487,1
2.4,1743,3,2,1.626,10,2,5,45318,1,0.16,1
8.4,2612,4,3,0.345,7,2,4,67912,1,0.56,1
7.9,9224,4,4,1.807,1,1,3,239824,1,0.527,1
2.5,6011,3,4,0.322,4,2,3,156286,0,0.167,1
3.7,4176,3,4,0.415,5,3,0,108576,0,0.247,1
12.0,4079,4,4,2.272,4,2,3,106054,1,0.8,1
1.2,1160,3,3,1.58,3,2,0,30160,1,0.08,1
2.1,3460,4,4,1.175,1,2,0,89960,1,0.14,1
10.5,8986,4,3,1.855,0,1,1,233636,0,0.7,1
1.6,6113,3,3,0.671,7,1,4,158938,0,0.107,1
9.2,7736,4,2,0.465,8,1,0,201136,1,0.613,1
7.4,11947,3,4,1.395,10,1,1,310622,0,0.493,1
2.5,26545,3,4,0.628,6,1,0,690170,0,0.167,1
1.1,10340,4,4,0.548,8,1,4,268840,0,0.073,1
11.5,4335,3,3,0.638,11,2,4,112710,0,0.767,1
16.2,8609,3,4,1.936,0,2,0,223834,0,1.0,1
8.2,7436,4,4,2.241,5,2,4,193336,1,0.547,1
2.9,5209,2,3,2.47,4,2,4,135434,1,0.193,1
5.3,10032,3,3,1.14,6,2,5,260832,1,0.353,1
4.5,4043,2,1,0.223,5,1,0,105118,1,0.3,1
11.7,6347,3,4,2.626,10,2,5,165022,1,0.78,1
7.6,6734,4,4,0.624,7,3,5,175084,0,0.507,1
5.0,4738,1,3,3.201,2,1,1,123188,1,0.333,1
0.5,5173,4,4,3.222,11,2,1,134498,1,0.033,1
6.4,3737,2,3,1.035,7,1,5,97162,1,0.427,1
4.1,9826,3,4,1.696,1,2,2,255476,0,0.273,1
16.5,3239,3,3,1.379,4,2,4,84214,0,1.0,0
6.8,5130,4,3,3.249,3,2,0,133380,1,0.453,1
1.2,7028,4,3,0.37,4,1,2,182728,0,0.08,0
22.0,9441,3,1,1.765,11,1,2,245466,1,1.0,1
3.7,4275,4,1,2.347,10,2,1,111150,0,0.247,0
7.1,2912,2,3,1.419,11,1,2,75712,0,0.473,1
8.7,6017,4,3,1.834,8,1,1,156442,0,0.58,1
6.2,4284,4,3,1.144,9,1,3,111384,1,0.413,1
17.1,6710,4,2,0.313,0,2,0,174460,1,1.0,1
1.3,4001,4,3,0.975,5,1,3,104026,1,0.087,1
10.2,11533,3,1,1.445,3,1,5,299858,0,0.68,1
4.6,3750,4,2,2.356,3,3,4,97500,1,0.307,1
4.7,5618,3,1,0.599,5,2,2,146068,0,0.313,1
11.4,3093,2,4,1.778,6,2,1,80418,0,0.76,1
0.7,4634,2,2,0.266,11,2,4,120484,0,0.047,1
9.1,2165,4,3,2.679,3,3,3,56290,1,0.607,0
0.7,5134,4,3,3.246,10,2,3,133484,0,0.047,1
0.6,3409,4,4,0.42,11,2,2,88634,0,0.04,1
2.3,8979,3,3,1.856,9,1,2,233454,0,0.153,0
10.2,14384,2,4,0.79,1,1,2,373984,1,0.68,1
7.5,13184,3,3,1.264,10,2,2,342784,1,0.5,1
7.3,6518,4,4,2.184,7,1,2,169468,1,0.487,1
2.0,17031,2,4,0.979,11,2,3,442806,1,0.133,0
4.9,4448,3,4,1.102,10,2,3,115648,0,0.327,1
10.4,8614,3,4,1.563,6,1,0,223964,1,0.693,1
6.4,15374,4,1,1.084,4,1,0,399724,0,0.427,0
3.6,4432,4,2,1.752,8,2,4,115232,1,0.24,1
3.6,3182,4,4,0.817,11,3,4,82732,1,0.24,1
4.0,5045,2,4,1.216,0,2,1,131170,1,0.267,0
1.0,6534,3,2,1.689,1,1,4,169884,1,0.067,0
6.2,6078,4,4,2.742,7,2,3,158028,0,0.413,1
7.1,13120,4,3,1.27,7,2,3,341120,1,0.473,1
1.9,1983,1,2,3.211,3,1,2,51558,1,0.127,1
5.4,5136,4,3,3.122,8,1,2,133536,1,0.36,1
17.8,12069,4,3,0.848,2,1,2,313794,1,1.0,1
14.5,2937,3,2,1.918,7,1,4,76362,1,0.967,1
1.3,12366,3,3,1.057,7,1,4,321516,1,0.087,0
0.6,2023,3,4,0.362,2,3,2,52598,1,0.04,1
11.6,22165,4,2,0.752,1,1,2,576290,0,0.773,1
2.1,27298,4,1,0.611,5,1,0,709748,1,0.14,1
16.0,11416,2,3,1.46,6,2,0,296816,1,1.0,0
6.3,15857,4,4,1.051,7,2,5,412282,1,0.42,1
6.7,7947,3,3,2.097,6,2,3,206622,1,0.447,0
0.5,11796,3,3,1.263,1,1,3,306696,1,0.033,1
3.6,2851,3,4,0.748,7,2,1,74126,0,0.24,0
1.1,8725,4,1,1.834,11,2,1,226850,1,0.073,1
8.7,3136,3,4,1.254,9,3,5,81536,1,0.58,0
14.2,1855,2,4,3.252,5,1,2,48230,0,0.947,1
12.5,6026,4,4,1.261,1,1,3,156676,1,0.833,0
5.0,4458,3,3,2.355,5,1,1,115908,1,0.333,0
4.5,5010,4,3,0.732,2,1,4,130260,0,0.3,1
3.0,2943,2,4,0.555,1,2,5,76518,1,0.2,0
1.3,8766,3,1,1.791,1,2,3,227916,1,0.087,0
1.8,3637,2,2,0.706,2,1,0,94562,1,0.12,1
21.1,7713,4,3,0.484,6,1,2,200538,1,1.0,1
4.5,12787,3,2,1.303,3,2,3,332462,1,0.3,0
1.5,3980,3,4,2.253,11,2,2,103480,0,0.1,1
5.0,8926,3,1,1.867,6,2,1,232076,0,0.333,1
2.4,3861,4,1,1.908,1,2,5,100386,0,0.16,1
6.3,4684,3,3,2.932,5,3,5,121784,1,0.42,0
7.2,6097,2,4,2.734,6,2,3,158522,1,0.48,1
6.3,6482,2,3,2.571,2,3,1,168532,1,0.42,0
9.3,14693,4,3,1.134,7,2,0,382018,1,0.62,1
0.7,8982,4,4,0.987,5,1,1,233532,1,0.047,1
8.8,3447,4,3,2.137,10,3,2,89622,1,0.587,1
2.8,3233,3,4,0.278,7,2,2,84058,0,0.187,1
6.2,6745,2,1,1.843,2,2,1,175370,0,0.413,1
1.7,18075,3,2,0.782,1,2,3,469950,1,0.113,1
8.9,8528,3,3,1.247,8,2,3,221728,0,0.593,1
2.8,3559,4,1,0.684,3,2,3,92534,0,0.187,1
6.1,11082,1,4,0.223,0,3,1,288132,0,0.407,1
2.5,10488,4,1,0.394,0,1,0,272688,0,0.167,1
0.5,6771,4,3,2.412,10,2,0,176046,0,0.033,1
7.1,8061,2,2,2.068,11,1,2,209586,0,0.473,1
3.7,5687,3,4,0.897,8,2,3,147862,0,0.247,1
2.4,9202,4,3,0.239,9,2,4,239252,1,0.16,0
0.9,18078,3,1,0.922,0,2,1,470028,1,0.06,1
4.5,4498,1,1,2.653,10,1,2,116948,0,0.3,0
1.0,9488,4,3,1.56,7,2,4,246688,1,0.067,1
4.3,5154,1,4,2.787,4,2,3,134004,1,0.287,0
3.0,4109,3,3,3.44,10,2,3,106834,0,0.2,0
3.6,4803,3,3,2.95,11,1,1,124878,0,0.24,1
7.3,4449,3,1,2.622,4,2,3,115674,0,0.487,0
16.9,8546,4,2,1.767,10,1,1,222196,0,1.0,1
6.6,10468,2,2,1.592,2,2,0,272168,1,0.44,1
8.4,21857,4,3,0.763,8,1,4,568282,1,0.56,1
3.6,2094,4,4,1.624,1,3,1,54444,1,0.24,1
10.9,5639,4,4,2.613,0,1,5,146614,1,0.727,1
13.6,4768,4,4,0.664,11,1,4,123968,1,0.907,1
13.4,4509,4,3,0.54,10,2,2,117234,1,0.893,1
36.1,5822,4,3,2.863,2,2,4,151372,1,1.0,1
4.0,4423,2,3,1.153,3,3,4,114998,1,0.267,0
13.4,2788,4,3,0.646,1,2,5,72488,0,0.893,1
1.4,2511,4,2,1.274,4,2,5,65286,1,0.093,0
1.6,6075,3,4,0.543,11,2,4,157950,1,0.107,1
3.4,9254,4,2,1.333,0,1,1,240604,0,0.227,1
2.0,3889,3,4,0.617,5,2,4,101114,1,0.133,1
10.7,1553,3,4,1.009,9,3,2,40378,0,0.713,1
2.2,3336,4,3,0.769,0,2,2,86736,1,0.147,1
1.6,3754,3,3,2.788,4,3,0,97604,0,0.107,0
1.3,6129,2,4,2.029,2,1,5,159354,0,0.087,1
18.3,3491,3,4,0.439,10,3,5,90766,1,1.0,1
3.3,2158,4,3,0.309,4,3,2,56108,0,0.22,1
4.5,5672,2,2,2.839,7,1,1,147472,1,0.3,1
7.6,4778,2,3,2.818,4,1,3,124228,1,0.507,0
3.2,5626,3,2,2.844,5,1,3,146276,1,0.213,0
1.2,5489,3,4,1.585,2,1,0,142714,0,0.08,0
5.7,4048,4,4,2.89,7,1,3,105248,1,0.38,1
4.8,6519,3,1,0.762,11,2,4,169494,1,0.32,1
1.8,4396,1,3,1.774,3,1,1,114296,0,0.12,0
7.6,7902,4,3,2.109,10,2,0,205452,1,0.507,1
5.5,3378,4,2,1.036,4,2,4,87828,0,0.367,1
1.5,7773,3,1,2.144,11,1,2,202098,1,0.1,1
1.4,3953,4,3,1.914,3,3,0,102778,1,0.093,1
7.4,10471,4,3,1.592,6,2,1,272246,1,0.493,1
16.6,1836,3,2,2.578,4,1,1,47736,1,1.0,1
2.7,15891,3,2,1.049,1,2,5,413166,1,0.18,1
12.1,4620,3,4,0.31,4,1,3,120120,0,0.807,1
1.6,15248,4,2,1.093,1,1,3,396448,1,0.107,0
3.0,9130,4,2,0.434,9,2,4,237380,1,0.2,1
8.8,18704,4,3,0.891,7,1,1,486304,1,0.587,1
9.3,15783,4,2,1.056,9,1,3,410358,1,0.62,1
2.3,4739,4,3,0.274,0,3,0,123214,1,0.153,1
9.2,12407,4,3,1.343,3,1,3,322582,1,0.613,1
0.8,6192,3,2,1.427,4,1,1,160992,1,0.053,0
2.0,2133,4,4,1.219,0,2,5,55458,1,0.133,1
0.5,9391,4,2,1.775,3,2,0,244166,1,0.033,0
0.7,3810,3,1,2.887,5,2,2,99060,1,0.047,1
5.4,7367,3,2,2.262,2,2,0,191542,0,0.36,0
2.2,5139,3,3,1.622,9,2,0,133614,0,0.147,1
10.3,3638,2,4,2.859,9,3,2,94588,1,0.687,1
4.4,9179,3,4,0.436,9,3,4,238654,0,0.293,1
16.2,6830,2,3,0.63,10,1,0,177580,1,1.0,1
1.4,9512,4,3,1.752,2,2,5,247312,1,0.093,1
1.2,5487,4,2,2.867,0,2,3,142662,1,0.08,1
4.6,9520,4,4,1.254,6,1,5,247520,1,0.307,1
6.4,3605,2,3,1.017,3,2,4,93730,1,0.427,1
1.8,9036,3,4,1.317,7,1,1,234936,0,0.12,1
3.9,5290,4,3,0.334,9,2,1,137540,1,0.26,1
7.1,5566,4,3,1.21,5,2,5,144716,1,0.473,1
4.1,6566,4,4,0.396,9,2,2,170716,1,0.273,1
23.1,5732,1,4,2.791,1,3,1,149032,0,1.0,1
15.0,13860,4,3,1.203,6,2,1,360360,1,1.0,1
3.8,12153,4,1,1.371,9,2,0,315978,1,0.253,1
2.4,7148,4,3,0.947,3,2,3,185848,0,0.16,1
8.8,15126,4,3,1.102,8,1,1,393276,1,0.587,1
2.5,5882,4,4,2.227,5,1,1,152932,1,0.167,1
20.1,18373,4,2,0.907,8,1,4,477698,1,1.0,0
22.9,11370,4,3,1.466,5,1,0,295620,0,1.0,1
9.0,3302,3,3,3.018,10,2,3,85852,0,0.6,1
3.8,10277,4,4,1.314,3,2,1,267202,1,0.253,0
2.2,9829,2,2,1.696,4,3,2,255554,1,0.147,0
9.6,6509,4,2,1.142,4,1,2,169234,0,0.64,1
6.5,6585,3,4,0.83,3,2,1,171210,1,0.433,1
8.8,6159,2,4,0.763,8,2,5,160134,0,0.587,1
2.1,16748,4,4,0.995,6,1,4,435448,1,0.14,1
12.8,2819,3,4,2.826,10,1,2,73294,1,0.853,1
6.9,6722,3,3,1.84,4,1,0,174772,1,0.46,1
3.8,3759,4,1,0.692,8,2,1,97734,1,0.253,1
16.1,3854,4,3,1.799,11,2,1,100204,1,1.0,1
3.1,12836,4,3,1.298,8,2,0,333736,1,0.207,1
1.2,2740,4,2,3.236,6,2,2,71240,0,0.08,1
4.8,7764,4,4,1.357,2,3,5,201864,1,0.32,0
6.0,17712,4,3,0.941,7,2,3,460512,1,0.4,1
4.9,4229,1,4,0.363,7,1,2,109954,0,0.327,1
8.5,3010,4,4,0.797,1,3,4,78260,0,0.567,1
12.7,5544,4,3,2.249,6,2,2,144144,1,0.847,1
0.6,12089,4,3,1.379,10,2,4,314314,1,0.04,1
3.1,5185,4,4,1.414,6,2,4,134810,0,0.207,1
6.5,7100,4,2,2.333,3,1,5,184600,0,0.433,0
1.6,4462,4,4,1.382,8,1,2,116012,1,0.107,1
3.3,4580,3,3,2.162,6,1,4,119080,1,0.22,1
9.9,10237,1,4,1.628,5,1,5,266162,1,0.66,1
0.7,11498,4,3,1.45,1,2,4,298948,1,0.047,0
3.1,10939,4,2,1.524,11,1,5,284414,1,0.207,0
14.4,3800,4,1,1.307,11,3,2,98800,1,0.96,1
12.6,6595,4,3,2.527,3,1,5,171470,1,0.84,1
4.2,3356,4,4,3.437,11,2,1,87256,0,0.28,1
1.1,5970,2,2,2.792,4,1,3,155220,1,0.073,0
8.0,9617,1,2,1.13,1,3,5,250042,0,0.533,0
8.0,4631,4,3,1.332,4,3,0,120406,1,0.533,1
12.0,1693,1,4,1.398,3,2,5,44018,1,0.8,0
4.0,9353,4,2,0.274,11,2,1,243178,0,0.267,0
4.8,4618,4,4,2.793,9,2,3,120068,1,0.32,1
6.1,2891,4,2,1.626,1,2,0,75166,1,0.407,1
0.5,2703,1,4,3.182,2,1,5,70278,1,0.033,1
5.5,7891,4,4,2.112,3,2,1,205166,1,0.367,1
0.8,5282,4,4,2.31,3,2,2,137332,1,0.053,1
7.2,13889,2,4,1.2,4,1,0,361114,0,0.48,1
20.5,6797,4,4,2.452,6,2,1,176722,1,1.0,1
1.7,15863,4,3,1.051,2,1,1,412438,1,0.113,0
5.7,11153,4,3,1.494,0,1,2,289978,1,0.38,1
14.3,3307,3,4,1.23,3,3,2,85982,0,0.953,1
3.2,5788,4,2,2.718,11,2,5,150488,1,0.213,0
4.3,4878,3,4,0.636,9,1,1,126828,1,0.287,1
0.7,4596,4,4,0.558,3,1,1,119496,1,0.047,1
0.9,4139,2,4,2.327,1,2,3,107614,1,0.06,1
0.9,5030,4,4,1.915,11,2,5,130780,1,0.06,1
10.0,7900,3,3,1.523,4,2,5,205400,1,0.667,0
2.3,2215,3,3,2.062,0,3,4,57590,0,0.153,0
13.9,6064,4,4,0.61,4,2,5,157664,1,0.927,1
17.2,3735,4,4,1.883,11,2,5,97110,1,1.0,1
1.3,6673,1,1,2.453,1,2,2,173498,0,0.087,0
10.6,4768,4,4,2.95,5,1,0,123968,0,0.707,1
9.7,6118,4,4,0.855,5,1,4,159068,1,0.647,1
7.1,6744,2,2,1.226,0,1,0,175344,1,0.473,1
